title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,employment_types,company_logo_url,skills,remote
Senior PHP Developer,Grunwaldzka 472,Gdańsk,PL,"Grunwaldzka 472, Gdańsk",php,partly_remote,Furgonetka Sp. z o. o. Sp. k.,http://www.furgonetka.pl,100+,senior,54.4027688,18.5715213,2021-11-17 08:01:50.163000+00:00,True,furgonetka-sp-z-o-o-sp-k-senior-php-developer-a38802a2-0a52-4021-8455-20c8cfb7da82,"[{'type': 'b2b', 'salary': {'from': 14000, 'to': 18000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/e1b8a7451d6b95337b5844b71a401be9eec50c3b.png?1637136103,"[{'name': 'Git', 'level': 3}, {'name': 'PHP 7.x', 'level': 4}, {'name': 'PHP', 'level': 5}]",False
Principal Team Leader (Java),Grunwaldzka 411,Gdańsk,PL,"Grunwaldzka 411, Gdańsk",java,partly_remote,Dynatrace,http://gdansk.dynatrace.pl,800+,senior,54.3993071,18.5764901,2021-11-17 08:00:18.522000+00:00,True,dynatrace-principal-team-leader-java,"[{'type': 'permanent', 'salary': {'from': 17000, 'to': 28000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/7c20f1a383a04b0618b6b3dcd40554657d2c544d.png?1636445054,"[{'name': 'Java', 'level': 4}]",False
Junior Android Developer | REMOTE,ul. Dąbrowskiego 79A,Poznań,PL,"ul. Dąbrowskiego 79A, Poznań",mobile,remote,Qpony,https://www.qpony.pl/,50+,junior,52.4141522,16.8989176,2021-11-17 08:00:18.522000+00:00,True,qpony-junior-android-developer-remote,"[{'type': 'b2b', 'salary': {'from': 5000, 'to': 8000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/6ff42c45b206b76cb4d9ca24c47aa4fce08dc107.png?1634222216,"[{'name': 'Kotlin', 'level': 2}, {'name': 'Android', 'level': 2}, {'name': 'English', 'level': 3}]",True
Android Developer,Sienkiewicza 9,Zielona Góra,PL,"Sienkiewicza 9, Zielona Góra",mobile,remote,Cinkciarz.pl,http://praca.cinkciarz.pl,250,mid,51.9322867,15.5105427,2021-11-17 08:00:18.522000+00:00,True,cinkciarz-pl-android-developer,"[{'type': 'b2b', 'salary': None}, {'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/75dbce98cd264535fdd30f9d3491d9a1fbad3d0a.jpg?1603097861,"[{'name': 'Git', 'level': 3}, {'name': 'Java', 'level': 3}, {'name': 'Kotlin', 'level': 3}]",True
Senior Android Developer,Brukowa 12,Łódź,PL,"Brukowa 12, Łódź",mobile,remote,HTD Health,http://htdevelopers.com,170+,senior,51.7990016,19.4092174,2021-11-17 08:00:18.522000+00:00,True,htd-health-senior-android-developer,"[{'type': 'b2b', 'salary': {'from': 18000, 'to': 25000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/1e811bb0e2c14b4d70188a4825b60ed61b096d28.png?1635407562,"[{'name': 'Kotlin', 'level': 4}, {'name': 'Java', 'level': 4}, {'name': 'Android', 'level': 4}]",True
Junior R&D Test System Developer,Lubieszyńska,Mierzyn,PL,"Lubieszyńska, Mierzyn",testing,partly_remote,Demant,http://www.demantszczecin.pl,400+,junior,53.4332676,14.44691,2021-11-17 08:00:18.522000+00:00,True,demant-junior-r-d-test-system-developer,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/1b2d8a9c1c0faf618b637e69608138f2d7ff9427.png?1631870807,"[{'name': 'Test', 'level': 2}, {'name': 'Testing', 'level': 2}, {'name': 'English', 'level': 4}]",False
Junior .NET Developer,Szturmowa 2A,Warszawa,PL,"Szturmowa 2A, Warszawa",net,remote,DXC Technology,https://jobs.dxc.technology/,100 000+,junior,52.1698449,21.015508,2021-11-17 08:00:18.522000+00:00,True,dxc-technology-junior-net-developer,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/c09e395d8d3c869c7ed875d844a123b6f6a18e64.jpg?1630567215,"[{'name': 'HTML', 'level': 2}, {'name': 'ASP.NET MVC', 'level': 2}, {'name': '.Net', 'level': 3}]",True
Go Developer | eco-friendly startup,Czysta 10/5,Kraków,PL,"Czysta 10/5, Kraków",go,remote,From Poland With Dev,https://frompolandwithdev.com/,50,senior,50.063715,19.9258075,2021-11-17 08:00:18.522000+00:00,True,from-poland-with-dev-go-developer-eco-friendly-startup,"[{'type': 'b2b', 'salary': {'from': 20000, 'to': 28000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 16000, 'to': 24000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/9509f5ff66d9cb0c75aa87c6f75b65e495789951.png?1633693147,"[{'name': 'PostgreSQL', 'level': 2}, {'name': 'MySQL', 'level': 2}, {'name': 'Golang', 'level': 3}]",True
Frontend Developer,Centrum,Wrocław,PL,"Centrum, Wrocław",javascript,remote,PGS Software S.A.,https://www.pgs-soft.com/pl/,650+,mid,51.1098083,17.0327449,2021-11-17 08:00:18.522000+00:00,True,pgs-software-s-a-frontend-developer-4df3802e-b80b-4889-b86b-0acff0e114a4,"[{'type': 'b2b', 'salary': {'from': 10000, 'to': 18000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 7600, 'to': 13500, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/4d5d4a946df5ae701e75c180bb0ce82e1cec2d47.png?1614257615,"[{'name': 'JavaScript', 'level': 3}, {'name': 'CSS', 'level': 4}, {'name': 'HTML', 'level': 4}]",True
Senior Product Manager,Grunwaldzka 411,Gdańsk,PL,"Grunwaldzka 411, Gdańsk",pm,partly_remote,Dynatrace,http://gdansk.dynatrace.pl,800+,senior,54.3993447,18.5765618,2021-11-17 08:00:18.522000+00:00,True,dynatrace-senior-product-manager,"[{'type': 'permanent', 'salary': {'from': 19000, 'to': 30000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/0360a47c67a03ed178a9eab34e6e726c1b26ad3c.png?1621839439,"[{'name': 'Agile', 'level': 3}, {'name': 'Product Management', 'level': 4}]",False
Senior Full Stack Developer,Lęborska 3B,Gdańsk,PL,"Lęborska 3B, Gdańsk",javascript,remote,Just Join IT,https://justjoin.it/,100+,senior,54.4046776,18.5762206,2021-11-17 08:00:18.522000+00:00,True,just-join-it-senior-full-stack-developer-gdansk,"[{'type': 'b2b', 'salary': {'from': 18000, 'to': 25000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/f491a8aac9db01810607ca54ac055828bce5ff90.png?1624633153,"[{'name': 'TypeScript', 'level': 4}, {'name': 'Next.js', 'level': 5}, {'name': 'React', 'level': 5}]",True
Python AWS Backend Developer,Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",python,remote,Sigma IT Poland,https://sigmait.pl/,90+,mid,51.1124203,16.9942438,2021-11-17 08:00:18.522000+00:00,True,sigma-it-poland-python-aws-backend-developer-wroclaw,"[{'type': 'b2b', 'salary': {'from': 16000, 'to': 20000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 14000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/26cb195be43afbf6110e45ab4b12cdc9fae3dbaf.jpg?1624357021,"[{'name': 'SQL', 'level': 3}, {'name': 'AWS', 'level': 3}, {'name': 'Python', 'level': 3}]",True
React Frontend Developer,Centrum,Kraków,PL,"Centrum, Kraków",javascript,remote,Traffit,http://www.traffit.com,30,senior,50.0761852,19.9587208,2021-11-17 08:00:18.522000+00:00,True,traffit-react-frontend-developer-krakow,"[{'type': 'b2b', 'salary': {'from': 14000, 'to': 23000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 11500, 'to': 20000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/bc808001537a447347d79f53f161f07d3178bda9.png?1635343947,"[{'name': 'CSS3', 'level': 3}, {'name': 'TypeScript', 'level': 3}, {'name': 'ReactJS', 'level': 4}]",True
PHP Developer,Centrum,Warszawa,PL,"Centrum, Warszawa",php,remote,Codahead,http://codahead.com,50,mid,52.2293754,21.0131961,2021-11-17 08:00:18.522000+00:00,True,codahead-php-developer-warszawa,"[{'type': 'b2b', 'salary': {'from': 9000, 'to': 17000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/eb601ccc66a629890b2ebdbf357fe5e14e8a86d7.png?1629115212,"[{'name': 'English', 'level': 3}, {'name': 'MySQL', 'level': 3}, {'name': 'PHP 5/7', 'level': 3}]",True
Project Manager - Website Builder,Prosta 20,Warszawa,PL,"Prosta 20, Warszawa",pm,partly_remote,Cobiro A/S,http://cobiro.com,50-70,mid,52.2323755,20.9927578,2021-11-17 08:00:18.522000+00:00,True,cobiro-a-s-project-manager-website-builder,"[{'type': 'b2b', 'salary': {'from': 17000, 'to': 22000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/be797a507b84b1452c962db49a52ec3fb8046518.png?1636614913,"[{'name': 'Product Management', 'level': 3}, {'name': 'Polish', 'level': 4}, {'name': 'Project Management', 'level': 4}]",False
Front-end Software Engineer,Centrum,Lublin,PL,"Centrum, Lublin",javascript,partly_remote,Allegro,https://allegro.tech/,1001 - 5000,mid,51.24263,22.5562697,2021-11-17 08:00:18.522000+00:00,True,allegro-front-end-software-engineer-lublin,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/8dee27dc7464f88e27bba2d79658145fb6dd98a8.jpg?1636099341,"[{'name': 'Angular', 'level': 3}, {'name': 'React', 'level': 3}, {'name': 'JavaScript', 'level': 4}]",False
Salesforce Administrator,Marywilska 22,Warszawa,PL,"Marywilska 22, Warszawa",admin,partly_remote,Trodat Polska Sp. zo.o. / Trotec Laser,https://www.troteclaser.com/pl/,80 / 700,mid,52.2985902,21.0153103,2021-11-17 08:00:18.522000+00:00,True,trodat-polska-salesforce-administrator,"[{'type': 'permanent', 'salary': {'from': 10000, 'to': 16000, 'currency': 'pln'}}, {'type': 'b2b', 'salary': {'from': 10000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/51ca0460d594fa8129c7a4ed03ed6c4bd1f208f0.png?1635337840,"[{'name': 'IT Support', 'level': 2}, {'name': 'Salesforce', 'level': 3}]",False
Project Manager,Plac Hołdu Pruskiego,Szczecin,PL,"Plac Hołdu Pruskiego, Szczecin",pm,partly_remote,intive,https://www.intive.com/en,1500,mid,53.4286465,14.5571047,2021-11-17 08:00:18.522000+00:00,True,intive-project-manager-szczecin,"[{'type': 'b2b', 'salary': None}, {'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/48a09c5066fdc4fb4734e7fd9f8919c081235130.png?1635320858,"[{'name': 'Scrum', 'level': 3}, {'name': 'Agile', 'level': 3}, {'name': 'Project Management', 'level': 3}]",False
Senior Frontend Engineer,Grunwaldzka 411,Gdańsk,PL,"Grunwaldzka 411, Gdańsk",javascript,partly_remote,Dynatrace,http://gdansk.dynatrace.pl,1000+,senior,54.3993071,18.5764901,2021-11-17 08:00:18.522000+00:00,True,dynatrace-frontend-engineer-3d2e8622-2a2b-4b3a-9c0f-c0797d2f263b,"[{'type': 'permanent', 'salary': {'from': 14000, 'to': 23000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/de12d01b2c642b240994c6197d7427533724eb5a.png?1620828692,"[{'name': 'TypeScript', 'level': 4}, {'name': 'JavaScript', 'level': 4}]",False
QA Manual Tester,Za Bramką 1,Poznań,PL,"Za Bramką 1, Poznań",testing,partly_remote,WhatClinic,http://whatclinic.com,20+,mid,52.4062054,16.9364288,2021-11-17 08:00:18.522000+00:00,True,whatclinic-qa-manual-tester,"[{'type': 'b2b', 'salary': {'from': 7500, 'to': 10000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 6300, 'to': 8300, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/406164ef45b2888153ddb33db45d6c7ac77c7b57.png?1627299293,"[{'name': 'Writing Test Scenarios', 'level': 3}, {'name': 'Testy funkcjonalne', 'level': 3}, {'name': 'Manual Testing', 'level': 3}]",False
Senior Project Manager,Plac Hołdu Pruskiego,Szczecin,PL,"Plac Hołdu Pruskiego, Szczecin",pm,partly_remote,intive,https://www.intive.com/en,1500,senior,53.4286465,14.5571047,2021-11-17 08:00:18.522000+00:00,True,intive-project-manager,"[{'type': 'permanent', 'salary': None}, {'type': 'b2b', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/75cb4f1a5679f5555b4aa0c5f7f4dd8c677faa90.png?1619527632,"[{'name': 'Scrum', 'level': 4}, {'name': 'Agile', 'level': 4}, {'name': 'Project Management', 'level': 4}]",False
React Frontend Developer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Traffit,http://www.traffit.com,30,senior,52.2293895,21.0131979,2021-11-17 08:00:18.522000+00:00,True,traffit-react-frontend-developer-warszawa,"[{'type': 'b2b', 'salary': {'from': 14000, 'to': 23000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 11500, 'to': 20000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/7dbc82b962d6cfe24aa6c94c815c16c6ad32993e.png?1635343946,"[{'name': 'CSS3', 'level': 3}, {'name': 'TypeScript', 'level': 3}, {'name': 'ReactJS', 'level': 4}]",True
Python Web AWS Developer,Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",python,remote,Sigma IT Poland,https://sigmait.pl/,90 +,mid,51.1124203,16.9942438,2021-11-17 08:00:18.522000+00:00,True,sigma-it-poland-python-aws-developer,"[{'type': 'b2b', 'salary': {'from': 16000, 'to': 20000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 14000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/4d26cbfd50045c8dc0404d908958c04f89901413.jpg?1621318210,"[{'name': 'Git', 'level': 3}, {'name': 'Docker', 'level': 3}, {'name': 'Python', 'level': 3}]",True
Project Manager - Facebook Ads,Prosta 20,Warszawa,PL,"Prosta 20, Warszawa",pm,partly_remote,Cobiro A/S,http://cobiro.com,50-70,mid,52.2323755,20.9927578,2021-11-17 08:00:18.522000+00:00,False,cobiro-a-s-project-manager-facebook-ads,"[{'type': 'b2b', 'salary': {'from': 17000, 'to': 22000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/7729d81d6f4063ab688dbbf71b928fadf84758b2.png?1636615514,"[{'name': 'Product Management', 'level': 3}, {'name': 'Facebook ADs', 'level': 4}, {'name': 'Project Management', 'level': 4}]",False
Frontend Developer,ul. Jana z Kolna 11,Gdańsk,PL,"ul. Jana z Kolna 11, Gdańsk",javascript,remote,PGS Software S.A.,https://www.pgs-soft.com/pl/,650+,mid,54.3604119,18.6472292,2021-11-17 08:00:18.522000+00:00,True,pgs-software-s-a-frontend-developer-gdansk,"[{'type': 'b2b', 'salary': {'from': 10000, 'to': 18000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 7600, 'to': 13500, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/c60415f08238fada9514355b30777bfa29f2892a.png?1614248432,"[{'name': 'JavaScript', 'level': 3}, {'name': 'CSS', 'level': 4}, {'name': 'HTML', 'level': 4}]",True
Product UX Designer,Grunwaldzka 411,Gdańsk,PL,"Grunwaldzka 411, Gdańsk",ux,partly_remote,Dynatrace Sp. z o.o.,http://jobs.dynatrace.pl,800+,mid,54.3993447,18.5765618,2021-11-17 08:00:18.522000+00:00,True,dynatrace-sp-z-o-o-product-ux-designer,"[{'type': 'permanent', 'salary': {'from': 10000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/c575d7bec4c1fde3a7cba2b27959973c5465ec88.png?1630927424,"[{'name': 'people-focused design mindset', 'level': 3}, {'name': 'UX Research', 'level': 3}, {'name': 'English skills', 'level': 5}]",False
