title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,employment_types,company_logo_url,skills,remote
Tester,WeWork Mennica Legacy Tower,Warszawa,PL,"WeWork Mennica Legacy Tower, Warszawa",testing,remote,Flying Bisons,http://www.flyingbisons.com,50+,junior,52.2324986,20.9925413,2021-10-24 08:00:16.712000+00:00,True,flying-bisons-tester-warszawa,"[{'type': 'b2b', 'salary': {'from': 3500, 'to': 7000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/03c34b18f328c9a8d2253e6a9be211e9eac3a931.png?1615478834,"[{'name': 'Testing Mobile Apps', 'level': 3}, {'name': 'Testing', 'level': 3}]",True
Python Web AWS Developer,Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",python,remote,Sigma IT Poland,https://sigmait.pl/,90 +,mid,51.1124203,16.9942438,2021-10-24 08:00:16.712000+00:00,True,sigma-it-poland-python-aws-developer,"[{'type': 'b2b', 'salary': {'from': 16000, 'to': 20000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 14000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/4d26cbfd50045c8dc0404d908958c04f89901413.jpg?1621318210,"[{'name': 'Git', 'level': 3}, {'name': 'Docker', 'level': 3}, {'name': 'Python', 'level': 3}]",True
Back End Developer,Marii Curie-Skłodowskiej 12,Wrocław,PL,"Marii Curie-Skłodowskiej 12, Wrocław",java,remote,Duco,https://du.co/,120+,mid,51.1078852,17.0385376,2021-10-24 08:00:16.712000+00:00,True,duco-back-end-developer-dfaf642c-ef1d-486a-80b5-6101c6836b41,"[{'type': 'permanent', 'salary': {'from': 15000, 'to': 18000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/81772ae53bc6f1bdc3d06356e0ecf7d068d69494.png?1631281336,"[{'name': 'SQL', 'level': 3}, {'name': 'Java', 'level': 4}, {'name': 'Spring Boot', 'level': 4}]",True
Scala Big Data Engineer,Szlak 49,Kraków,PL,"Szlak 49, Kraków",scala,remote,VirtusLab,http://virtuslab.com/,250+,mid,50.071166,19.9396229,2021-10-24 08:00:16.712000+00:00,True,virtuslab-scala-big-data-engineer,"[{'type': 'b2b', 'salary': {'from': 12000, 'to': 20000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 8500, 'to': 14500, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/cadb7efd265c68930bfa93d616561d280fd91f40.png?1631795148,"[{'name': 'English', 'level': 3}, {'name': 'Scala', 'level': 3}, {'name': 'Spark', 'level': 3}]",True
Senior Python Developer,"AL. Grunwaldzka 411, Alchemia",Gdańsk,PL,"AL. Grunwaldzka 411, Alchemia, Gdańsk",python,remote,Cognizant Technology Solutions,https://www.cognizant.com/en-pl/,300+,senior,54.3993071,18.5764901,2021-10-24 08:00:16.712000+00:00,True,cognizant-technology-solutions-senior-python-developer,"[{'type': 'permanent', 'salary': {'from': 18000, 'to': 26000, 'currency': 'pln'}}, {'type': 'b2b', 'salary': {'from': 18000, 'to': 26000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/78d965647f69a497805bf7bc24903c6f79fd2a79.png?1633678471,"[{'name': 'Django Rest Framework', 'level': 4}, {'name': 'Django', 'level': 4}, {'name': 'Python', 'level': 5}]",True
Backend Engineer (Kotlin/Java/Scala),Aleje Jerozolimskie,Warszawa,PL,"Aleje Jerozolimskie, Warszawa",java,remote,DevsData LLC,https://devsdata.com/,40,senior,52.2072628,20.945304,2021-10-24 08:00:16.712000+00:00,True,devsdata-llc-backend-engineer-kotlin-java-scala,"[{'type': 'b2b', 'salary': {'from': 25000, 'to': 35000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/b13f0dbbb1332fd8a03c2b24fa702be6bed1a475.png?1634715916,"[{'name': 'Scala', 'level': 1}, {'name': 'Java', 'level': 1}, {'name': 'Kotlin', 'level': 3}]",True
Front-End React Developer,"Rynek 60/10U,",Wrocław,PL,"Rynek 60/10U,, Wrocław",javascript,partly_remote,Amsterdam Standard sp. z o.o.,http://www.amsterdamstandard.com,100+,mid,51.1110883,17.0309741,2021-10-24 08:00:16.712000+00:00,True,amsterdam-standard-sp-z-o-o-front-end-react-developer-ac34ca1e-4756-417e-920b-a0b4bf92eee4,"[{'type': 'b2b', 'salary': {'from': 8000, 'to': 16000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/fba839e76b3c456baa3263d13a0d74e1f4efc308.png?1630908729,"[{'name': 'Webpack', 'level': 2}, {'name': 'React / Redux', 'level': 3}, {'name': 'JavaScript', 'level': 3}]",False
Akademia BlueStart- Integracja Aplikacji,Aleje Jerozolimskie 96,Warszawa,PL,"Aleje Jerozolimskie 96, Warszawa",java,remote,BlueSoft,https://bluesoft.com,650+,junior,52.2225651,20.9784998,2021-10-24 08:00:16.712000+00:00,True,bluesoft-akademia-bluestart-integracja-aplikacji,"[{'type': 'permanent', 'salary': None}]",https://bucket.justjoin.it/offers/company_logos/thumb/6ce4c28b7300e4ab083b0b9a8e6321bf7f88aa88.png?1631873050,"[{'name': 'Python', 'level': 1}, {'name': 'Java', 'level': 1}, {'name': 'Software Development', 'level': 2}]",True
DevOps,Rzeźnicza,Wrocław,PL,"Rzeźnicza, Wrocław",devops,remote,Scommerce.one,http://scommerce.one/,<50,senior,51.1114911,17.0284207,2021-10-24 08:00:16.712000+00:00,True,scommerce-one-devops-lead,"[{'type': 'b2b', 'salary': {'from': 18000, 'to': 23000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 15000, 'to': 20000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/7115b201c5593ce24a0701cdbc94df615948536a.png?1630943013,"[{'name': 'Terraform', 'level': 3}, {'name': 'Ansible', 'level': 3}, {'name': 'Kubernetes', 'level': 3}]",True
Java Developer,Fabryczna 6,Wrocław,PL,"Fabryczna 6, Wrocław",java,remote,Sigma IT Poland,https://sigmait.pl/,90 +,mid,51.1124203,16.9942438,2021-10-24 08:00:16.712000+00:00,True,sigma-it-poland-java-developer-c08457d2-b51e-4ec2-9b83-4bb3505ffd59,"[{'type': 'b2b', 'salary': {'from': 16800, 'to': 19320, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 13900, 'to': 16100, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/f89144be9769ea4aa116393814dc462448437669.jpg?1632988326,"[{'name': 'Spring Cloud', 'level': 3}, {'name': 'Spring', 'level': 3}, {'name': 'Java', 'level': 4}]",True
Senior Scala Big Data Engineer,Szlak 49,Kraków,PL,"Szlak 49, Kraków",scala,remote,VirtusLab,http://virtuslab.com/,250+,senior,50.071166,19.9396229,2021-10-24 08:00:16.712000+00:00,False,virtuslab-senior-big-data-software-engineer,"[{'type': 'b2b', 'salary': {'from': 18000, 'to': 25000, 'currency': 'pln'}}, {'type': 'permanent', 'salary': {'from': 13000, 'to': 19000, 'currency': 'pln'}}]",https://bucket.justjoin.it/offers/company_logos/thumb/7c6dd606f0172714751f6c796aafe68ba5faa764.png?1631795131,"[{'name': 'Hadoop or Cloud solutions', 'level': 3}, {'name': 'Scala', 'level': 4}, {'name': 'Spark', 'level': 4}]",True
